"customer_id","recency_days","frequency","monetary"
CUS000059,186,2,8811500.00
CUS000008,186,2,26820500.00
CUS000360,188,3,43705500.00
CUS000578,189,2,26580500.00
CUS000983,190,3,34642000.00
CUS000792,190,2,5768500.00
CUS000195,190,5,51473500.00
CUS000425,190,2,35104000.00
CUS000063,191,2,34410000.00
CUS000009,191,1,15381000.00
CUS000442,191,3,26694000.00
CUS000014,191,1,4870000.00
CUS000839,191,1,3006000.00
CUS000174,191,2,19657500.00
CUS000288,191,3,39904000.00
CUS000275,191,3,31357000.00
CUS000039,191,2,21027000.00
CUS000176,192,4,32100500.00
CUS000129,194,1,6035000.00
CUS000104,194,3,34621500.00
CUS000780,194,6,63965500.00
CUS000376,194,6,27368000.00
CUS000647,194,2,38357000.00
CUS000594,195,1,7780000.00
CUS000582,195,4,66608500.00
CUS000484,196,2,31402500.00
CUS000535,197,2,38127500.00
CUS000044,197,2,49108000.00
CUS000908,197,3,44980500.00
CUS000665,197,1,6793000.00
CUS000309,197,3,26187500.00
CUS000056,197,7,76380500.00
CUS000626,198,2,22434500.00
CUS000162,198,3,50920000.00
CUS000420,198,3,32643000.00
CUS000481,198,2,18908000.00
CUS000154,199,1,14505500.00
CUS000501,199,2,4447500.00
CUS000150,200,1,8644500.00
CUS000306,200,2,11812000.00
CUS000250,200,3,25359000.00
CUS000630,201,2,31123000.00
CUS000504,202,1,10633000.00
CUS000825,203,3,25735000.00
CUS000214,204,3,33698500.00
CUS000841,204,4,30078500.00
CUS000609,204,4,74051000.00
CUS000697,204,3,16500000.00
CUS000202,205,1,7740000.00
CUS000228,206,3,51754000.00
CUS000233,206,1,7760000.00
CUS000349,206,1,25303000.00
CUS000353,206,1,10630500.00
CUS000101,207,2,16835500.00
CUS000775,208,2,25613500.00
CUS000102,210,2,19680000.00
CUS000733,210,2,37697000.00
CUS000347,210,1,11871500.00
CUS000004,211,2,31991500.00
CUS000489,211,3,45489000.00
CUS000509,211,3,63796500.00
CUS000917,212,1,17850000.00
CUS000389,212,3,37033000.00
CUS000225,212,2,23885000.00
CUS000232,212,1,23350000.00
CUS000152,212,3,47285000.00
CUS000713,212,3,21039000.00
CUS000842,215,1,12316000.00
CUS000312,215,2,29818500.00
CUS000318,215,2,37253000.00
CUS000555,215,1,1270000.00
CUS000532,215,3,32628000.00
CUS000924,216,2,33228000.00
CUS000948,216,1,2394000.00
CUS000515,216,3,25708500.00
CUS000313,218,1,19620000.00
CUS000571,219,1,6917000.00
CUS000794,220,2,28273000.00
CUS000068,222,4,69002000.00
CUS000406,222,2,17193000.00
CUS000083,222,1,13119000.00
CUS000651,222,1,2060000.00
CUS000471,225,1,10233500.00
CUS000462,225,2,14765500.00
CUS000146,226,1,9731000.00
CUS000670,232,2,13631000.00
CUS000634,232,1,5499000.00
CUS000204,234,1,13357500.00
CUS000226,235,2,37850000.00
CUS000256,239,3,50494000.00
CUS000918,241,1,5348500.00
CUS000328,242,1,6820000.00
CUS000251,243,1,7587000.00
CUS000086,245,1,4788000.00
CUS000564,249,1,14295500.00
CUS000817,251,1,14467500.00
CUS000732,253,2,36948000.00
CUS000435,258,1,1052500.00
CUS000392,258,1,8206000.00
CUS000375,259,1,378000.00
CUS000267,265,1,5418000.00
